Content ID,Content,Original Tag,Prediction p0,Prediction p1,Prediction p2
100034,领克08翻开领克新篇章，Flyme Auto值得期待吗？ 在魅族和领克联合举办的无界生态发布会上，领克08只在这次发布会上亮相了极短的时间，20多分钟的讲解也更多围绕Flyme Auto展开。现在领克08的信息虽然曝光主要以车型设计、Flyme Auto为主，但是领克08无疑将为六岁的领克翻开新的篇章。这里面不仅仅是新的设计，也包括全系转型为了新能源，同时在智能座舱方面会有Flyme Auto和LYNK OS N两套方案“赛马”，同时依靠Flyme Li,1,0,0,0
100051,【天天资讯】外观大变样，全新现代索纳塔官图发布 大家好，欢迎收看天天资讯，本期为大家介绍，近日，现代官方正式发布了旗下中型轿车——全新一代索纳塔车型官图（海外定义为第九代车型）。据悉，新车将于3月30日开幕的首尔车展上亮相，或2024年正式上市。值得注意的是，目前国内在售的索纳塔为第十代车型，未来新车或将成为第十一代。,1,1,0,0
100053,【天天资讯】预计年内上市，星途E03实车谍照曝光 大家好，欢迎收看天天资讯，本期为大家介绍，近日，网络上曝光了一组星途E03（内部代号）车型的实车谍照，新车将是一款纯电动中型车。根据此前曝光的消息来看，该车的试制车已经在奇瑞智能网联汽车产业园超级工厂完成内部下线。此外，新车有望在4月上海车展前后首发，并有望年底上市。,1,1,0,0
100059,【天天资讯】主打“轻越野”，奇瑞TJ-1开启征名活动 大家好，欢迎收看天天资讯，本期为大家介绍奇瑞TJ-1开启征名活动。近日，我们从相关渠道获悉，奇瑞TJ-1车型开启征名活动，新车是奇瑞品牌旗下全新紧凑型SUV，主打“轻越野”。,1,0,0,0
100073,尺寸更大还有七座 全新奔驰GLC真香吗？ GLC作为BBA中型SUV市场的佼佼者，即将迎来全新换代，目前已开启预售。除了由内至外的多处变化和提升之外，尺寸更大的GLC也首次推出七座版车型。新车到底有哪些变化？第三排空间表现如何？一起来看看吧。,1,1,0,0
100005,新奇实验室|当各种突发遇到脑电波，如何找回开车的松弛感？ 出行一路，状况百出，如何保持松弛感？腾势D9能否抢救即将喷发的情绪，抚平脑电波？,1,0,0,0
100015,没了“五连表”！保时捷Cayenne卡宴中改曝光 没有了经典的“五联表”，虽说迎合了潮流元素，但也失去了自身品牌家族设计的经典元素，你们喜欢这样的布局嘛？,1,1,0,0
100033,哈弗枭龙MAX内饰谍照曝光 网友竟说车头像恒驰5 近日，哈弗全新插电混动SUV“枭龙MAX”的内饰图片在网上曝光，采用了大联屏的设计，而且内饰豪华质感强烈。外观有网友说像恒驰5，你觉得呢？,1,1,0,0
100041,新车擎报：腾势N7 新车擎报：腾势N7,1,0,0,0
100049,采用华为鸿蒙座舱，搭高通8295芯片，奇瑞星途E03终于来了 基于奇瑞自研E0X纯电平台打造，车长约4米95，轴距约2米9，采用华为鸿蒙座舱，搭载高通8295旗舰芯片。,1,0,0,0
100055,坦克300 3.0T 共创官揭秘底盘配置 今天我就把3.0T坦克300目前已经（基本）确定的硬件配置策略，来给大家做一个梳理。,1,0,0,0
100073,车长超5米 3.5升V6发动机  起亚K8如果引进国内能火吗？ 从目前已知的消息来看，作为起亚品牌旗下全新中大型轿车，起亚K8将作为起亚K7的替代车型，有望于今年年底正式亮相。,1,1,0,0
100095,双门纯电跑车哪吒GT首发亮相 将于上半年上市交付 4月4日，哪吒GT迎来首发亮相，结合此前的消息，新车将于2023年上半年上市交付。,1,1,0,0
100024,奇瑞TJ1怎么样，车不错，但它毕竟还是奇瑞 奇瑞TJ1已经曝光了，算是奇瑞和捷豹路虎合作后的最好结果，一定会是奇瑞品牌最贵的旗舰车，但是就看奇瑞给它定价了，不过奇瑞真的敢定高价吗？定了高价，奇瑞粉丝买吗？,1,0,0,0
100029,大众ID.7海外试驾 姗姗来迟的纯电三厢轿车 随着 ID.7 的推出，大众终于把纯电汽车产品拓展到高端轿车领域，ID.7 是大众汽车在 ID.3、ID.4等车型之后的第 6 款电动汽车，而且是一款三厢轿车......,1,0,0,0
100047,【天天资讯】将于4月开启预售，吉利博越COOL官图发布 大家好，欢迎收看天天资讯，本期为大家介绍吉利博越COOL官图发布。近 日，在博越家族即将迎来上市7周年之际，吉利汽车官方发布了博越家族全新智能SUV，新车正式命名：博越COOL。,1,1,0,0
100049,【天天资讯】限量12台，魅影黑箭典藏版官图正式发布 大家好，欢迎收看天天资讯，本期为大家介绍魅影黑箭典藏版官图正式发布。比较特别的是，新车限量生产12台，并作为魅影车型的收官之作，目前已经被订购一空。并且劳斯莱斯的魅影和曜影车型将于2023年停产。,1,1,0,0
100070,平民“跑车”时代来了！哪吒GT横空出世让跑车不再奢侈 平民“跑车”时代来了！哪吒GT的横空出世让跑车不再奢侈，新车最大续航660km，将于今年上半年正式上市。,1,1,0,0
100071,或6.58万起！比亚迪海鸥来了 入门续航超300公里，又是台爆款车？ 或6.58万起！比亚迪海鸥来了 入门续航超300公里，又是台爆款车？,1,0,0,0
100072,奇瑞新能源eQ7 定位纯电中型SUV/基于全铝平台打造，是你的菜吗？ 奇瑞新能源eQ7 定位纯电中型SUV/基于全铝平台打造，是你的菜吗？,1,0,0,0
100077,对标宋Pro DM-i有没有戏？长城枭龙要主打一个性价比 | KenTV 继狗系列之后，哈弗又推出了龙系列。后者是专属于新能源车的系列。作为龙系列最早亮相车型之一的哈弗枭龙也会成为哈弗目前最便宜的插混车型。其核心竞争对手会是比亚迪的宋Pro DM-i，同是1.5L的发动机，同是P1+P3的混动结构，可谓针锋相对。作为后来者，哈弗枭龙如果想打翻身仗，一个诱人的价格必不可少。,1,0,0,0
100084,新款奔驰GLS性能与豪华全面精进，大佬们又该换车啦 梅赛德斯奔驰新款GLS家族迎来全球首发，奔驰GLS、迈巴赫GLS以及AMG GLS 63悉数登场。其中，最受关注的非GLS莫属，毕竟价格相对“温柔”,1,0,0,0
100094,小米平民车再见，爆料称新车起售价30万 小米平米车再见，爆料称新车起售价30万,1,1,0,0
100014,【天天资讯】配大尺寸竖屏，吉利博越COOL内饰预告图发布 大家好，欢迎收看天天资讯，本期为大家介绍吉利博越COOL内饰预告图。近日，吉利汽车官方发布了旗下新车博越COOL车型的内饰预告图。,1,1,0,0
100016,【天天资讯】限量发售，MINI CLUBMAN Final Edition官图发布 大家好，欢迎收看天天资讯，本期为大家介绍MINI CLUBMAN Final Edition官图。近日， MINI CLUBMAN Final Edition官图正式发布。据悉，MINI CLUBMAN将在2024年停产，此次发布的特别版车型将限量发售1969台。,1,1,0,0
100081,五菱缤果全系无ESP，比亚迪海鸥会不会做梦笑醒？ 前有五菱缤果上市，后有比亚迪海鸥发布官图，比亚迪海鸥这款产品可以说是万众期待，随着五菱缤果上市，海鸥还会等多久？,1,1,0,0
100086,机甲风+3.0T+V6，坦克400定价20多万？还要啥汉兰达 本期视频看点：坦克400实车来了，这不就是装甲车吗？价格不到30万你会买吗？,1,0,0,0
100034,内外大升级 新款北京X7 4月6日，我们从北京汽车官方了解到，旗下紧凑型SUV——新款北京X7将于4月16日正式上市。作为北京汽车3.0时代的拳头产品，新车在造型设计、动力性能、智能科技、舒适体验等方面均有所提升。,1,1,0,0
100037,宝马i5谍照曝光 3.9s破百 预计今年上市 最近宝马官方发布了一组关于宝马i5的伪装车照片，新车将于10月与全新的5系家族燃油版一同发布。,1,1,0,0
100040,丰田新凯美瑞曝光！3种动力可选，造型能接受吗？ 丰田新凯美瑞曝光！3种动力可选，造型能接受吗？,1,1,0,0
100064,新车擎报：特斯拉Model Q 新车擎报：特斯拉Model Q,1,0,0,0
100009,别克E5上市在即 才开始发力新能源还有机会？ 别克E5上市在即 才开始发力新能源还有机会？,1,1,0,0
100017,颜值大增！新款北京X7已就位，轴距2800mm，1.5T配四排气 颜值大增！新款北京X7已就位，轴距2800mm，1.5T配四排气,1,0,0,0
100018,大众“8.5代”高尔夫曝光，内饰全面翻新，或将于2028年前停产？ 大众“8.5代”高尔夫曝光，内饰全面翻新，或将于2028年前停产？,1,1,0,0
100020,理想L7劲敌来了！魏牌新摩卡DHT-PHEV来了，外观大改帅气十足 理想L7劲敌来了！魏牌新摩卡DHT-PHEV来了，外观大改帅气十足,1,0,0,0
100030,传祺M8劲敌来了！奔腾M9开启预售，气场超强/配红旗HQ9同款动力 传祺M8劲敌来了！奔腾M9开启预售，气场超强/配红旗HQ9同款动力,1,1,0,0
100031,新款奔驰GLS家族首发 ，内外焕新/性能进一步提升，是你的菜吗？ 新款奔驰GLS家族首发 ，内外焕新/性能进一步提升，是你的菜吗？,1,1,0,0
100035,疑似全新雷克萨斯IS曝光，破百仅5.3秒，还看特斯拉Model 3？ 疑似全新雷克萨斯IS曝光，破百仅5.3秒，还看特斯拉Model 3？,1,1,0,0
100063,【天天资讯】定位硬派纯电SUV，iCAR S56开启征名 大家好，欢迎收看天天资讯，本期为大家介绍，近日，奇瑞全新的新能源汽车品牌iCAR汽车发布公告，旗下首款车型iCAR S56正式开启全球征名。新车定位为一款硬派纯电SUV，有望在4月18日开幕的上海车展期间迎来首秀。,1,1,0,0
100065,【天天资讯】江铃全新品牌大道发布，三款皮卡正式亮相 大家好，欢迎收看天天资讯，本期为大家介绍江铃全新品牌大道发布，三款皮卡正式亮相。近日，江铃皮卡全新品牌“江铃大道”正式发布，与此同时，全新技术架构平台、全新皮卡产品也一同亮相。其首款大道产品拥有越野版、商乘版和乘用版。,1,1,0,0
100066,首搭Hi4智能电混技术！配备三联屏，哈弗枭龙MAX官图曝光 车内配有大尺寸全液晶仪表+中控屏+副驾驶娱乐屏组成的三联屏，同时还配有AR-HUD抬头显示。,1,1,0,0
100076,【天天资讯】配备三块屏幕，哈弗枭龙MAX内饰谍照曝光 大家好，欢迎收看天天资讯，本期为大家介绍，近日，一组哈弗全新插电混动SUV“枭龙MAX”的内饰谍照从网络上曝光，可以很明显看到，新车内部配备了三块中控屏幕，科技氛围比较浓厚。,1,1,0,0
100077,【天天资讯】拥有全新外观，宝骏新款车型申报图曝光 大家好，欢迎收看天天资讯，本期为大家介绍宝骏新款车型申报图曝光。近日，宝骏申报了新款车型的申报图。根据申报图来看，新车在设计上采用了家族最新的设计，有着不错的时尚气息与运动感。,1,1,0,0
100015,广汽传祺e9，全新豪华mpv，给你不一样的感觉！ 广汽传祺发布了最新MPV车型——传祺E9的官图，新车将于4月18日上海车展亮相并开启预售。,1,1,0,0
100042,郑州比亚迪投产 新款宋Pro DM-i量产下线？ 你们看看这到底是新款宋Pro还是护卫舰05？从新闻报道中我们可以看到，出现了一台侧面造型和宋Pro DM-i相同，但车尾覆盖有伪装的车型，包括尾灯组和尾标都被伪装贴纸覆盖，大概率是新款宋Pro DM-i，但也不排除是传说中的护卫舰05的可能性。,1,0,0,0
100044,大众ID.7内饰首发！这仪表屏看着费眼睛？ 大众ID.7被看作是帕萨特车型的电动化继任者，未来将在北美、欧洲和中国销售，所以未来这款车也将会成为大众纯电产品中的新旗舰，对于这款车型，大家觉得它能不能和自主品牌硬碰硬呢？,1,1,0,0
100089,10.9万起！博越COOL正式开启预售 博越COOL正式开启预售，共推出3款配置，预售价为10.9-12.9万元，博越COOL的定位介于缤越COOL与博越L之间，是吉利汽车在10万元区间里的重要车型。,1,1,0,0
100011,魏牌暴露问题  摩卡终究换新 魏牌全新摩卡DHT-PHEV的官图在网上曝光，采用了全新的前脸设计，但是属于中期改款。上市仅仅一年，就对外观做大幅度调整，这暴露出魏牌的哪些问题呢？,1,1,0,0
100013,【天天资讯】外观变化明显，新款北京X7正式下线 大家好，欢迎收看天天资讯，本期为大家介绍，近日，新款北京X7在北京汽车广州基地正式下线。据官方透露，作为北京汽车3.0时代的拳头产品，新车在造型设计、动力性能、智能科技与舒适体验等方面均进行了大幅升级。,1,0,0,0
100014,【天天资讯】战斗气息强烈，全新福特Mustang GT3赛车官图发布 大家好，欢迎收看天天资讯，本期为大家介绍全新福特Mustang GT3赛车官图。近日，全新福特Mustang GT3赛车的官图正式发布，据悉，新车或将会在2024赛季参加IMSA耐力赛等相关赛事。,1,1,0,0
100015,五菱版“吉姆尼”，宝骏悦也实车曝光，外形复古/能跑303公里？ 五菱版“吉姆尼”，宝骏悦也实车曝光，外形复古/能跑303公里？,1,1,0,0
100049,全新传祺M6换侧滑门！全系插电混动系统，尺寸或与奥德赛同级！ 传祺M6换侧滑门！全系插电混动系统，尺寸或与奥德赛同级,1,0,0,0
100084,23款揽月，爆款要素全齐活了 23款揽月，爆款要素全齐活了,1,0,0,0
100087,【天天资讯】家族最新设计，奇瑞新能源eQ7官图发布 大家好，欢迎收看天天资讯，本期为大家介绍，近日，奇瑞新能源官方发布了旗下eQ7（内部代号）车型官图。据悉，新车基于全铝平台打造，定位为一款纯电动中型SUV，将在今年下半年发布。,1,1,0,0
100088,【天天资讯】主打母婴家庭出行场景，极狐汽车考拉正式首发 大家好，欢迎收看天天资讯，本期为大家介绍，近日，极狐汽车考拉车型正式首发，新车为一款紧凑型MPV车型，将主打母婴家庭出行场景。,1,1,0,0
100089,【天天资讯】前脸更激进，凯迪拉克LYRIQ V谍照曝光 大家好，欢迎收看天天资讯，本期为大家介绍凯迪拉克LYRIQ V谍照曝光。近日，一组凯迪拉克LYRIQ V的谍照从网络上曝光，新车的前脸造型非常激进，整体运动感十足。,1,1,0,0
100090,【天天资讯】拥有专属橙色车漆，福特Ranger Wiltrak X官图发布 大家好，欢迎收看天天资讯，本期为大家介绍福特Ranger Wiltrak X官图发布。近日，福特Ranger Wiltrak X官图正式发布，新车作为一款特别版车型，拥有比较特别的专属配色。,1,1,0,0
100095,奇瑞星途ES正式亮相，车身修长似小鹏P7蔚来ET7，百公里加速3S级 奇瑞星途ES正式亮相，车身修长似小鹏P7蔚来ET7，百公里加速3S级,1,1,0,0
100096,比肩奔驰大G，搭载云辇系统首款车SF，比亚迪F品牌越野SUV 比肩奔驰大G，搭载云辇系统首款车SF，比亚迪F品牌越野SUV,1,0,0,0
100012,博越COOL开启预售  此价格可称之为“10万级紧凑型SUV卷王”？ 从2016年上市以来，吉利博越的总销量已经超过了150万辆，绝对算是吉利汽车旗下的明星级产品。如今，这款人气产品也将迎来真正的大换代，新车命名为博越COOL，并且也已经于4月7日开启预售。博越COOL的竞争力是比较突出的，它的到来，也一定会为吉利汽车的销量添砖加瓦，月销能否过万，我们拭目以待！,1,1,0,0
100019,北京水立方又见奇瑞，全新iCAR战略品牌发布，将全面新能源化 近日，行摄漫记《用镜头讲车》来到了北京水立方，见证了奇瑞汽车最新战略品牌iCAR的发布。本次发布会，奇瑞控股集团携奇瑞、星途、捷途、新能源亮相水立方，同台展示了奇瑞汽车战略科技转型的高科技产品。现场具体情况如何？那一起来看看本期视频。,1,0,0,0
100021,奇瑞新能源品牌之夜，技术YYDS！ 奇瑞汽车新能源之夜能有多硬核？各种技术、各种战略，还有一堆新品！这就是“理工男”奇瑞的实力，最期待的还得是接下来推出的iCAR品牌新车以及星途星纪元STERRA系列新能源产品，坐等新品上市吧～,1,0,0,0
100043,“国产版”F150与公羊？福田火星系列皮卡官图发布！ 伴随着长城炮系列的推出，无论是国内皮卡市场还是海外市场都有着不错的市场反馈，因而在此之后不少自主品牌都开始发力乘用领域的皮卡市场。这不，福田汽车将带来全新皮卡火星系列。,1,1,0,0
100049,五菱新车曝光，配中控大屏，10万元起 编辑从网络上获悉了五菱全新车型——五菱EQ100的路试谍照图,1,1,0,0
100059,三把锁还有双电机，比亚迪F品牌就靠这叫板大G？售价60多万我看悬 本期视频看点：对标大G，比亚迪F品牌首款车到底什么来头？卖60万会有人等吗？,1,0,0,0
100092,特斯拉再放大招：发布两款新车预告图！果然还有更便宜的 再放大招！特斯拉发布两款全新纯电动车预告图，果然有一款更便宜，售价或定在15万元级别。,1,1,0,0
100096,混动市场搅局者？奇瑞的底气在哪！ 混动市场搅局者？奇瑞的底气在哪！,1,0,0,0
100007,宝马全新5系曝光！预计最快下周正式发布 日前西街21获取了宝马全新5系车型最新消息，宝马全新一代i5纯电版车型计划将于今年4-6月期间正式发布，预计最快将于下周开幕的上海国际车展上正式发布（4月18日）,1,1,0,0
100020,奇瑞TJ-1正式首发亮相，新车有些什么亮点？ 奇瑞TJ-1正式首发亮相，新车有些什么亮点？,1,1,0,0
100077,【天天资讯】外观吸睛，起亚K8实车谍照曝光 大家好，欢迎收看天天资讯，本期为大家介绍，日前，一组起亚K8实车谍照从网络上曝光，新车定位为一款中大型轿车，外观造型非常大气时尚，十分吸睛。据悉，新车或将会在下半年正式上市。,1,1,0,0
100079,【天天资讯】外观更狂野，福特F-150猛禽烈焰风暴特别版官图发布 大家好，欢迎收看天天资讯，本期为大家介绍福特F-150猛禽烈焰风暴特别版官图。新车基于普通版福特F150猛禽专为中国市场打造。,1,1,0,0
100090,体验岚图追光，后起之秀卖30多万，真有实力还是盲目自信？ 在推出梦想家、岚图FREE之后，岚图终于推出了首款轿车——追光，今天我们就来看看这款中大型电动轿车的后起之秀究竟实力如何。,1,0,0,0
100024,定位“四驱精致悦野SUV” 奇瑞TJ-1惊艳亮相 作为奇瑞年轻新潮车型，奇瑞TJ-1以全新设计语言、全场景智控四驱、强劲鲲鹏动力以及8155智能座舱平台等硬核产品实力，为年轻人打造野系新物种，带领时代乐活新玩家畅享精致悦野生活。,1,0,0,0
100027,云辇原地起跳酸什么 爸爸的爸爸真叫仰望 比亚迪能让两吨的车跳起来却很难让跪久了的人站起来,1,0,0,0
100073,起亚赛图斯官图公布并同步开启预售 起亚全新紧凑级SUV赛图斯正式公布官图，并同步开启全国预售，新车预售价格仅9.19万起。即日起至4月30日期间内订购赛图斯，可享八重好礼。,1,1,0,0
100085,比亚迪云辇智能车身发布，仰望U8为首台搭载云辇-P的车型 比亚迪云辇智能车身发布，仰望U8为首台搭载云辇-P的车型,1,0,0,0
100004,比亚迪“云辇”处于什么水平？有何特色？ 比亚迪“云辇”智能车身稳定控制系统发布，其在行业内处于什么水平？有何特色？本期视频跟大家聊聊以上话题。,1,0,0,0
100017,既是出游神器，又是亲子乐园！上汽大通MAXUSV90“宜动生活家”定制版亮相上海宜家北蔡店 上汽大通MAXUSV90“宜动生活家”定制版已在上海宜家北蔡店正式亮相。在为期一个月“懒懒森林露营季”的展览中，用户可以在森林风的陈设中，与V90“宜动生活家”定制版一起发现“家”的另一种生活方式！ 新车由“中国轻客第一品牌”上汽大通MAXUS和宜家上海共同打造，打开年轻人的宜动生活新思路，为用户打造灵活多样的“移动的家”。其设计风格灵感源于瑞典和旅行主题，旨在营造充满吸引力和多彩的空间，通过孟菲,1,0,0,0
100034,长安中大型轿车已就位！轴距2900mm，纯电258马力，定位或更亲民 长安中大型轿车已就位！轴距2900mm，纯电258马力，定位或更亲民,1,0,0,0
100056,全新BBA，最大340马力，霸气外露 近日，新款奥迪Q8的谍照图再次曝光，新车在进行最后的冬季测试项目，预计在今年下半年推出。,1,1,0,0
100067,诠释Van Life出行生活 上汽大通MAXUS V90“宜动生活家”定制版亮相 诠释Van Life出行生活 上汽大通MAXUS V90“宜动生活家”定制版亮相,1,1,0,0
100072,外观炫酷，配置惊喜！实拍全新悍途自动挡 外观炫酷，配置惊喜！实拍全新悍途自动挡,1,0,0,0
100078,欧洲原版悬架调校有利有弊？试驾标致408X 从 2015 年概念车 P54 亮相，到 2023 年 408X 上市，标致新车历经 8 年时间研发。 国产版 408X 延续了海外版中配外观，调校也和欧版保持一致。 408X 在拥有漂亮外观的同 时， 实用性可以轻松满足家庭用户需求。,1,0,0,0
100083,吉利博越COOL实车体验：尺寸合适 外观时尚 十万出头能成为爆款吗 一台10万出头的紧凑型SUV是很多年轻小家买新车的刚需，在动力、经济性、实用性上都能照顾到但又不苛刻要求它面面俱到，最近吉利博越推出了一款新车型--博越COOL，新车定位紧凑型SUV，目前正式开启预售，3款车型预售价区间为10.9-12.9万起，一起来看看实车长什么样！,1,1,0,0
100085,2024讴歌 Integra Type S正式亮相，配备 320 马力并于 6 月上市销售 Acura Integra作为日本最好的前轮驱动汽车之一，在汽车历史上占有一席之地，Integra品牌于1985年推出一直持续到2006年， Integra因其操控性和性能而受到高度赞赏。众多车迷期待已久的讴歌 Integra 2024改款已经到来。虽然基本型号未能满足所有人对复活铭牌的期望，但新的 320 马力 2024 Type S 性能型号确保 integra 仍然是运动型紧凑型最有力的竞争,1,0,0,0
100018,吉利星瑞新车型曝光！能加92号油，价格满意吗？ 吉利星瑞新车型曝光！能加92号油，价格满意吗？,1,1,0,0
100019,除了“超跑跳舞” 我在比亚迪云辇发布会现场还看到了这些 比亚迪云辇发布会上主要分享了关于车身域的纵向智能化控制。但除此之外，我们在现场还看到了仰望U8展车和比亚迪双枪快充技术，只不过目前能公开的信息有限，很多技术数据还无法得知，但从实际进度来看，不管是双枪快充还是仰望U8，应该都很快能和大家见面了。,1,0,0,0
100027,【天天资讯】提供5种动力选项，全新现代索纳塔首发 大家好，欢迎收看天天资讯，本期为大家介绍全新现代索纳塔首发。近日，现代官方正式发布了旗下中型轿车——全新一代索纳塔（海外定义为第九代车型）。据悉，新车将于4月开始在部分市场开启预售。值得一提的是，目前国内在售的索纳塔为第十代车型，因此未来新车或为第十一代车型。,1,1,0,0
100030,【天天资讯】预计2024年上市，全新MINI COUNTRYMAN EV官方谍照曝光 大家好，欢迎收看天天资讯，本期为大家介绍，近日，全新MINI COUNTRYMAN EV车型的官方谍照正式曝光。据悉，海外车型有望在2024年上市，将提供单电机后驱和双电机四驱两种驱动形式。,1,1,0,0
